Year,Mes,CCAA,Producto,Volumen (miles de kg),Penetración (%)
2020.0,3.0,Pais Vasco,COLES,398.29,26.49
2020.0,3.0,Pais Vasco,PEPINOS,121.17,15.42
2020.0,3.0,Pais Vasco,JUDIAS VERDES,491.7,43.49
2020.0,3.0,Pais Vasco,PIMIENTOS,1195.2,74.87
2020.0,3.0,Pais Vasco,CHAMPIÑONES+O.SETAS,373.85,47.38
2020.0,3.0,Pais Vasco,LECHUGA/ESC./ENDIVIA,1024.78,71.88
2020.0,3.0,Pais Vasco,ESPARRAGOS,201.81,12.66
2020.0,3.0,Pais Vasco,VERDURAS DE HOJA,422.13,27.83
2020.0,3.0,Pais Vasco,BERENJENAS,179.14,23.36
2020.0,3.0,Pais Vasco,ZANAHORIAS,1031.4,72.33
2020.0,3.0,Pais Vasco,CALABACINES,1079.41,53.66
2020.0,3.0,Pais Vasco,OTR.HORTALIZAS/VERD.,2622.78,84.6
2020.0,3.0,Pais Vasco,BROCOLI,357.14,31.9
2020.0,3.0,Pais Vasco,ALCACHOFAS,397.42,21.86
2020.0,3.0,Pais Vasco,APIO,29.26,5.33
2020.0,3.0,Pais Vasco,COLIFLOR,149.61,9.72
2020.0,3.0,Pais Vasco,VERD./HORT. IV GAMA,1178.22,66.8
2020.0,3.0,Pais Vasco,PUERRO,396.15,49.62
2020.0,3.0,Valencia,TOTAL PATATAS,15915.95,86.85
2020.0,3.0,Valencia,PATATAS FRESCAS,11649.88,79.02
2020.0,3.0,Valencia,PATATAS CONGELADAS,512.46,16.05
2020.0,3.0,Valencia,PATATAS PROCESADAS,750.72,53.78
2020.0,3.0,Valencia,PATATAS FRITAS,644.12,52.31
2020.0,3.0,Valencia,T.HORTALIZAS FRESCAS,28788.83,98.25
2020.0,3.0,Valencia,TOMATES,5143.7,83.93
2020.0,3.0,Valencia,CEBOLLAS,3874.56,72.98
2020.0,3.0,Valencia,AJOS,312.85,39.25
2020.0,3.0,Valencia,COLES,560.03,17.67
2020.0,3.0,Valencia,PEPINOS,807.87,37.18
2020.0,3.0,Valencia,JUDIAS VERDES,648.23,35.92
2020.0,3.0,Valencia,PIMIENTOS,2275.66,71.26
2020.0,3.0,Valencia,CHAMPIÑONES+O.SETAS,793.46,45.8
2020.0,3.0,Valencia,LECHUGA/ESC./ENDIVIA,1799.12,68.28
2020.0,3.0,Valencia,ESPARRAGOS,409.66,15.41
2020.0,3.0,Valencia,VERDURAS DE HOJA,725.49,37.37
2020.0,3.0,Valencia,BERENJENAS,1061.8,45.34
2020.0,3.0,Valencia,ZANAHORIAS,1975.02,61.2
2020.0,3.0,Valencia,CALABACINES,1905.83,59.43
2020.0,3.0,Valencia,OTR.HORTALIZAS/VERD.,6495.56,83.29
2020.0,3.0,Valencia,BROCOLI,440.48,23.26
2020.0,3.0,Valencia,ALCACHOFAS,1992.53,47.25
2020.0,3.0,Valencia,APIO,209.99,14.67
2020.0,3.0,Valencia,COLIFLOR,263.13,9.58
2020.0,3.0,Valencia,VERD./HORT. IV GAMA,3426.93,72.21
2020.0,3.0,Valencia,PUERRO,443.47,33.36
2020.0,3.0,Andalucia,T.FRUTAS FRESCAS,59138.85,96.8
2020.0,3.0,Andalucia,NARANJAS,17189.34,63.6
2020.0,3.0,Andalucia,MANDARINAS,5226.14,53.74
2020.0,3.0,Andalucia,LIMONES,1658.72,32.17
2020.0,3.0,Andalucia,PLATANOS,10385.88,82.7
2020.0,3.0,Andalucia,MANZANAS,7988.58,77.31
2020.0,3.0,Andalucia,PERAS,3834.11,52.88
2020.0,3.0,Andalucia,MELOCOTONES,0.0,0.0
2020.0,3.0,Andalucia,NECTARINAS,180.95,2.12
2020.0,3.0,Andalucia,ALBARICOQUES,18.82,0.76
2020.0,3.0,Andalucia,FRESAS/FRESON,5166.92,65.09
2020.0,3.0,Andalucia,MELON,1010.81,7.74
2020.0,3.0,Andalucia,SANDIA,342.36,4.09
2020.0,3.0,Andalucia,CIRUELAS,244.67,9.28
2020.0,3.0,Andalucia,CEREZAS,22.65,0.83
2020.0,3.0,Andalucia,UVAS,578.11,15.85
2020.0,3.0,Andalucia,KIWI,1859.4,38.17
2020.0,3.0,Andalucia,AGUACATE,821.65,31.11
2020.0,3.0,Andalucia,PIÑA,1185.68,18.79
2020.0,3.0,Andalucia,OTRAS FRUTAS FRESCAS,1424.06,30.29
2020.0,3.0,Andalucia,POMELO,172.57,4.46
2020.0,3.0,Andalucia,CHIRIMOYA,0.0,0.0
2020.0,3.0,Andalucia,MANGO,545.71,13.78
2020.0,3.0,Andalucia,FRUTAS IV GAMA,2996.99,32.27
2020.0,3.0,Aragon,T.FRUTAS FRESCAS,11050.12,97.89
2020.0,3.0,Aragon,NARANJAS,3250.18,75.21
2020.0,3.0,Aragon,MANDARINAS,1130.11,62.94
2020.0,3.0,Aragon,LIMONES,288.08,40.91
2020.0,3.0,Aragon,PLATANOS,1544.65,79.99
2020.0,3.0,Aragon,MANZANAS,1682.35,82.23
2020.0,3.0,Aragon,PERAS,694.02,53.83
2020.0,3.0,Aragon,MELOCOTONES,0.0,0.0
2020.0,3.0,Aragon,NECTARINAS,20.5,1.12
2020.0,3.0,Aragon,ALBARICOQUES,0.0,0.0
2020.0,3.0,Aragon,FRESAS/FRESON,1059.44,64.43
2020.0,3.0,Aragon,MELON,140.65,10.08
2020.0,3.0,Aragon,SANDIA,94.0,2.08
2020.0,3.0,Aragon,CIRUELAS,33.97,10.62
2020.0,3.0,Aragon,CEREZAS,0.0,0.0
2020.0,3.0,Aragon,UVAS,117.11,14.67
2020.0,3.0,Aragon,KIWI,378.38,39.18
2020.0,3.0,Aragon,AGUACATE,163.96,29.28
2020.0,3.0,Aragon,PIÑA,182.46,14.31
2020.0,3.0,Aragon,OTRAS FRUTAS FRESCAS,270.25,25.46
2020.0,3.0,Aragon,POMELO,7.89,2.07
2020.0,3.0,Aragon,CHIRIMOYA,0.0,0.0
2020.0,3.0,Aragon,MANGO,114.47,18.24
2020.0,3.0,Aragon,FRUTAS IV GAMA,650.63,29.12
2020.0,3.0,Asturias,T.FRUTAS FRESCAS,10655.87,98.78
2020.0,3.0,Asturias,NARANJAS,3266.37,80.24
2020.0,3.0,Asturias,MANDARINAS,965.89,63.49
2020.0,3.0,Asturias,LIMONES,247.5,37.5
2020.0,3.0,Asturias,PLATANOS,1901.36,94.1
2020.0,3.0,Asturias,MANZANAS,1521.85,76.8
2020.0,3.0,Asturias,PERAS,466.29,54.32
2020.0,3.0,Asturias,MELOCOTONES,0.0,0.0
2020.0,3.0,Asturias,NECTARINAS,13.93,2.67
2020.0,3.0,Asturias,ALBARICOQUES,0.0,0.0
2020.0,3.0,Asturias,FRESAS/FRESON,1021.27,76.13
2020.0,3.0,Asturias,MELON,200.1,14.26
2020.0,3.0,Asturias,SANDIA,35.48,4.99
2020.0,3.0,Asturias,CIRUELAS,28.09,10.08
2020.0,3.0,Asturias,CEREZAS,0.0,0.0
2020.0,3.0,Asturias,UVAS,75.85,11.83
2020.0,3.0,Asturias,KIWI,354.44,41.97
2020.0,3.0,Asturias,AGUACATE,130.31,30.25
2020.0,3.0,Asturias,PIÑA,186.4,15.37
2020.0,3.0,Asturias,OTRAS FRUTAS FRESCAS,240.76,30.89
2020.0,3.0,Asturias,POMELO,46.83,7.21
2020.0,3.0,Asturias,CHIRIMOYA,0.0,0.0
2020.0,3.0,Asturias,MANGO,112.91,12.82
2020.0,3.0,Asturias,FRUTAS IV GAMA,381.77,27.7
2020.0,3.0,Baleares,T.FRUTAS FRESCAS,9157.54,97.79
2020.0,3.0,Baleares,NARANJAS,2489.03,53.62
2020.0,3.0,Baleares,MANDARINAS,605.08,42.95
2020.0,3.0,Baleares,LIMONES,213.25,29.71
2020.0,3.0,Baleares,PLATANOS,1899.18,90.21
2020.0,3.0,Baleares,MANZANAS,1380.75,80.78
2020.0,3.0,Baleares,PERAS,605.66,50.57
2020.0,3.0,Baleares,MELOCOTONES,6.88,1.1
2020.0,3.0,Baleares,NECTARINAS,13.48,2.95
2020.0,3.0,Baleares,ALBARICOQUES,6.08,2.1
2020.0,3.0,Baleares,FRESAS/FRESON,738.22,69.36
2020.0,3.0,Baleares,MELON,225.13,13.76
2020.0,3.0,Baleares,SANDIA,47.73,4.32
2020.0,3.0,Baleares,CIRUELAS,39.35,10.52
2020.0,3.0,Baleares,CEREZAS,14.49,1.36
2020.0,3.0,Baleares,UVAS,118.05,17.61
2020.0,3.0,Baleares,KIWI,310.96,39.04
2020.0,3.0,Baleares,AGUACATE,149.29,34.92
2020.0,3.0,Baleares,PIÑA,102.0,14.22
2020.0,3.0,Baleares,OTRAS FRUTAS FRESCAS,192.92,27.15
2020.0,3.0,Baleares,POMELO,13.61,0.72
2020.0,3.0,Baleares,CHIRIMOYA,0.0,0.0
2020.0,3.0,Baleares,MANGO,108.0,15.31
2020.0,3.0,Baleares,FRUTAS IV GAMA,507.11,28.75
2020.0,3.0,Canarias,T.FRUTAS FRESCAS,18795.62,98.64
2020.0,3.0,Canarias,NARANJAS,4189.71,60.27
2020.0,3.0,Canarias,MANDARINAS,2128.72,57.13
2020.0,3.0,Canarias,LIMONES,699.63,42.81
2020.0,3.0,Canarias,PLATANOS,3754.61,83.51
2020.0,3.0,Canarias,MANZANAS,2264.47,77.63
2020.0,3.0,Canarias,PERAS,1644.42,61.31
2020.0,3.0,Canarias,MELOCOTONES,0.0,0.0
2020.0,3.0,Canarias,NECTARINAS,45.23,5.42
2020.0,3.0,Canarias,ALBARICOQUES,1.01,0.26
2020.0,3.0,Canarias,FRESAS/FRESON,882.38,55.5
2020.0,3.0,Canarias,MELON,65.03,4.37
2020.0,3.0,Canarias,SANDIA,23.13,1.67
2020.0,3.0,Canarias,CIRUELAS,45.74,2.93
2020.0,3.0,Canarias,CEREZAS,0.0,0.0
2020.0,3.0,Canarias,UVAS,129.71,13.69
2020.0,3.0,Canarias,KIWI,691.52,36.53
2020.0,3.0,Canarias,AGUACATE,1004.26,50.4
2020.0,3.0,Canarias,PIÑA,113.35,6.69
2020.0,3.0,Canarias,OTRAS FRUTAS FRESCAS,1112.69,43.11
2020.0,3.0,Canarias,POMELO,100.58,2.31
2020.0,3.0,Canarias,CHIRIMOYA,0.0,0.0
2020.0,3.0,Canarias,MANGO,11.13,0.9
2020.0,3.0,Canarias,FRUTAS IV GAMA,910.33,29.54
2020.0,3.0,Cantabria,T.FRUTAS FRESCAS,4349.67,98.22
2020.0,3.0,Cantabria,NARANJAS,1372.87,56.13
2020.0,3.0,Cantabria,MANDARINAS,482.0,64.36
2020.0,3.0,Cantabria,LIMONES,110.72,28.13
2020.0,3.0,Cantabria,PLATANOS,628.84,82.33
2020.0,3.0,Cantabria,MANZANAS,649.71,72.99
2020.0,3.0,Cantabria,PERAS,211.24,46.3
2020.0,3.0,Cantabria,MELOCOTONES,6.76,2.22
2020.0,3.0,Cantabria,NECTARINAS,0.0,0.0
2020.0,3.0,Cantabria,ALBARICOQUES,0.0,0.0
2020.0,3.0,Cantabria,FRESAS/FRESON,466.9,72.27
2020.0,3.0,Cantabria,MELON,3.01,1.09
2020.0,3.0,Cantabria,SANDIA,19.29,2.44
2020.0,3.0,Cantabria,CIRUELAS,13.42,6.63
2020.0,3.0,Cantabria,CEREZAS,0.0,0.0
2020.0,3.0,Cantabria,UVAS,33.42,11.79
2020.0,3.0,Cantabria,KIWI,211.47,30.48
2020.0,3.0,Cantabria,AGUACATE,64.03,21.74
2020.0,3.0,Cantabria,PIÑA,26.22,8.21
2020.0,3.0,Cantabria,OTRAS FRUTAS FRESCAS,49.79,27.49
2020.0,3.0,Cantabria,POMELO,1.22,1.08
2020.0,3.0,Cantabria,CHIRIMOYA,0.0,0.0
2020.0,3.0,Cantabria,MANGO,27.07,11.23
2020.0,3.0,Cantabria,FRUTAS IV GAMA,179.91,30.46
2020.0,3.0,Castilla La Mancha,T.FRUTAS FRESCAS,15218.73,94.48
2020.0,3.0,Castilla La Mancha,NARANJAS,5209.16,74.85
2020.0,3.0,Castilla La Mancha,MANDARINAS,1501.4,58.78
2020.0,3.0,Castilla La Mancha,LIMONES,403.43,41.01
2020.0,3.0,Castilla La Mancha,PLATANOS,2479.66,80.97
2020.0,3.0,Castilla La Mancha,MANZANAS,1860.65,72.0
2020.0,3.0,Castilla La Mancha,PERAS,911.4,52.95
2020.0,3.0,Castilla La Mancha,MELOCOTONES,0.0,0.0
2020.0,3.0,Castilla La Mancha,NECTARINAS,32.94,2.96
2020.0,3.0,Castilla La Mancha,ALBARICOQUES,0.0,0.0
2020.0,3.0,Castilla La Mancha,FRESAS/FRESON,1244.74,63.79
2020.0,3.0,Castilla La Mancha,MELON,251.4,9.18
2020.0,3.0,Castilla La Mancha,SANDIA,38.14,2.41
2020.0,3.0,Castilla La Mancha,CIRUELAS,27.96,4.43
2020.0,3.0,Castilla La Mancha,CEREZAS,0.0,0.0
2020.0,3.0,Castilla La Mancha,UVAS,83.09,8.54
2020.0,3.0,Castilla La Mancha,KIWI,500.04,37.07
2020.0,3.0,Castilla La Mancha,AGUACATE,218.93,28.73
2020.0,3.0,Castilla La Mancha,PIÑA,211.58,17.53
2020.0,3.0,Castilla La Mancha,OTRAS FRUTAS FRESCAS,244.21,23.78
2020.0,3.0,Castilla La Mancha,POMELO,15.09,2.47
2020.0,3.0,Castilla La Mancha,CHIRIMOYA,0.0,0.0
2020.0,3.0,Castilla La Mancha,MANGO,143.05,13.9
2020.0,3.0,Castilla La Mancha,FRUTAS IV GAMA,606.41,22.83
2020.0,3.0,Castilla Leon,T.FRUTAS FRESCAS,21915.57,97.69
2020.0,3.0,Castilla Leon,NARANJAS,7481.03,75.97
2020.0,3.0,Castilla Leon,MANDARINAS,1918.45,63.06
2020.0,3.0,Castilla Leon,LIMONES,618.52,47.77
2020.0,3.0,Castilla Leon,PLATANOS,3244.27,85.85
2020.0,3.0,Castilla Leon,MANZANAS,3131.39,79.3
2020.0,3.0,Castilla Leon,PERAS,1644.11,63.95
2020.0,3.0,Castilla Leon,MELOCOTONES,4.47,0.18
2020.0,3.0,Castilla Leon,NECTARINAS,46.31,3.26
2020.0,3.0,Castilla Leon,ALBARICOQUES,2.76,0.35
2020.0,3.0,Castilla Leon,FRESAS/FRESON,1444.94,64.31
2020.0,3.0,Castilla Leon,MELON,435.24,10.66
2020.0,3.0,Castilla Leon,SANDIA,95.33,3.94
2020.0,3.0,Castilla Leon,CIRUELAS,37.62,5.61
2020.0,3.0,Castilla Leon,CEREZAS,7.01,0.66
2020.0,3.0,Castilla Leon,UVAS,91.03,9.0
2020.0,3.0,Castilla Leon,KIWI,780.03,41.57
2020.0,3.0,Castilla Leon,AGUACATE,261.8,26.9
2020.0,3.0,Castilla Leon,PIÑA,347.25,16.07
2020.0,3.0,Castilla Leon,OTRAS FRUTAS FRESCAS,324.0,22.42
2020.0,3.0,Castilla Leon,POMELO,30.87,1.49
2020.0,3.0,Castilla Leon,CHIRIMOYA,0.0,0.0
2020.0,3.0,Castilla Leon,MANGO,116.75,7.65
2020.0,3.0,Castilla Leon,FRUTAS IV GAMA,1305.4,36.28
2020.0,3.0,Cataluña,T.FRUTAS FRESCAS,61118.68,96.54
2020.0,3.0,Cataluña,NARANJAS,18011.14,67.57
2020.0,3.0,Cataluña,MANDARINAS,5844.76,60.02
2020.0,3.0,Cataluña,LIMONES,1899.87,41.91
2020.0,3.0,Cataluña,PLATANOS,9789.6,86.32
2020.0,3.0,Cataluña,MANZANAS,9151.38,76.87
2020.0,3.0,Cataluña,PERAS,3788.64,51.19
2020.0,3.0,Cataluña,MELOCOTONES,17.83,1.06
2020.0,3.0,Cataluña,NECTARINAS,38.75,0.98
2020.0,3.0,Cataluña,ALBARICOQUES,35.05,1.35
2020.0,3.0,Cataluña,FRESAS/FRESON,4794.05,64.79
2020.0,3.0,Cataluña,MELON,1161.82,13.1
2020.0,3.0,Cataluña,SANDIA,273.24,3.34
2020.0,3.0,Cataluña,CIRUELAS,171.81,6.78
2020.0,3.0,Cataluña,CEREZAS,9.48,0.67
2020.0,3.0,Cataluña,UVAS,713.77,15.55
2020.0,3.0,Cataluña,KIWI,2035.44,40.28
2020.0,3.0,Cataluña,AGUACATE,865.51,31.09
2020.0,3.0,Cataluña,PIÑA,1263.27,22.19
2020.0,3.0,Cataluña,OTRAS FRUTAS FRESCAS,1253.28,29.19
2020.0,3.0,Cataluña,POMELO,186.15,3.06
2020.0,3.0,Cataluña,CHIRIMOYA,0.0,0.0
2020.0,3.0,Cataluña,MANGO,487.37,13.34
2020.0,3.0,Cataluña,FRUTAS IV GAMA,2899.33,34.46
2020.0,3.0,Extremadura,T.FRUTAS FRESCAS,8204.31,96.4
2020.0,3.0,Extremadura,NARANJAS,2544.49,62.52
2020.0,3.0,Extremadura,MANDARINAS,647.04,62.32
2020.0,3.0,Extremadura,LIMONES,135.77,22.95
2020.0,3.0,Extremadura,PLATANOS,1655.69,89.5
2020.0,3.0,Extremadura,MANZANAS,1009.79,73.0
2020.0,3.0,Extremadura,PERAS,636.64,63.96
2020.0,3.0,Extremadura,MELOCOTONES,6.89,1.86
2020.0,3.0,Extremadura,NECTARINAS,104.11,1.66
2020.0,3.0,Extremadura,ALBARICOQUES,2.28,0.53
2020.0,3.0,Extremadura,FRESAS/FRESON,588.62,59.87
2020.0,3.0,Extremadura,MELON,70.38,6.0
2020.0,3.0,Extremadura,SANDIA,60.3,4.84
2020.0,3.0,Extremadura,CIRUELAS,25.3,7.55
2020.0,3.0,Extremadura,CEREZAS,0.0,0.0
2020.0,3.0,Extremadura,UVAS,63.69,13.43
2020.0,3.0,Extremadura,KIWI,300.36,42.29
2020.0,3.0,Extremadura,AGUACATE,119.01,31.9
2020.0,3.0,Extremadura,PIÑA,68.13,10.76
2020.0,3.0,Extremadura,OTRAS FRUTAS FRESCAS,165.8,33.15
2020.0,3.0,Extremadura,POMELO,18.91,5.01
2020.0,3.0,Extremadura,CHIRIMOYA,0.0,0.0
2020.0,3.0,Extremadura,MANGO,95.33,18.1
2020.0,3.0,Extremadura,FRUTAS IV GAMA,645.96,20.48
2020.0,3.0,Galicia,T.FRUTAS FRESCAS,25376.01,98.01
2020.0,3.0,Galicia,NARANJAS,7397.29,67.41
2020.0,3.0,Galicia,MANDARINAS,2199.67,60.96
2020.0,3.0,Galicia,LIMONES,710.95,35.77
2020.0,3.0,Galicia,PLATANOS,4247.91,89.51
2020.0,3.0,Galicia,MANZANAS,4349.1,78.06
2020.0,3.0,Galicia,PERAS,1489.32,46.05
2020.0,3.0,Galicia,MELOCOTONES,0.0,0.0
2020.0,3.0,Galicia,NECTARINAS,22.58,1.63
2020.0,3.0,Galicia,ALBARICOQUES,19.3,1.03
2020.0,3.0,Galicia,FRESAS/FRESON,1638.89,62.27
2020.0,3.0,Galicia,MELON,341.3,7.35
2020.0,3.0,Galicia,SANDIA,79.13,2.71
2020.0,3.0,Galicia,CIRUELAS,125.54,10.07
2020.0,3.0,Galicia,CEREZAS,3.15,0.26
2020.0,3.0,Galicia,UVAS,204.35,14.73
2020.0,3.0,Galicia,KIWI,1063.11,45.77
2020.0,3.0,Galicia,AGUACATE,348.16,26.32
2020.0,3.0,Galicia,PIÑA,583.39,15.18
2020.0,3.0,Galicia,OTRAS FRUTAS FRESCAS,552.88,30.4
2020.0,3.0,Galicia,POMELO,73.7,2.76
2020.0,3.0,Galicia,CHIRIMOYA,0.0,0.0
2020.0,3.0,Galicia,MANGO,167.44,10.29
2020.0,3.0,Galicia,FRUTAS IV GAMA,761.42,24.55
2020.0,3.0,La Rioja,T.FRUTAS FRESCAS,2339.27,97.63
2020.0,3.0,La Rioja,NARANJAS,689.7,69.36
2020.0,3.0,La Rioja,MANDARINAS,323.61,59.72
2020.0,3.0,La Rioja,LIMONES,93.45,47.37
2020.0,3.0,La Rioja,PLATANOS,443.09,85.9
2020.0,3.0,La Rioja,MANZANAS,254.83,80.62
2020.0,3.0,La Rioja,PERAS,103.91,40.06
2020.0,3.0,La Rioja,MELOCOTONES,0.0,0.0
2020.0,3.0,La Rioja,NECTARINAS,0.0,0.0
2020.0,3.0,La Rioja,ALBARICOQUES,0.0,0.0
2020.0,3.0,La Rioja,FRESAS/FRESON,221.3,61.29
2020.0,3.0,La Rioja,MELON,9.74,4.11
2020.0,3.0,La Rioja,SANDIA,3.12,1.91
2020.0,3.0,La Rioja,CIRUELAS,6.79,6.13
2020.0,3.0,La Rioja,CEREZAS,0.0,0.0
2020.0,3.0,La Rioja,UVAS,1.47,4.27
2020.0,3.0,La Rioja,KIWI,93.88,34.56
2020.0,3.0,La Rioja,AGUACATE,14.86,21.5
2020.0,3.0,La Rioja,PIÑA,58.44,28.7
2020.0,3.0,La Rioja,OTRAS FRUTAS FRESCAS,21.07,15.57
2020.0,3.0,La Rioja,POMELO,0.0,0.0
2020.0,3.0,La Rioja,CHIRIMOYA,0.0,0.0
2020.0,3.0,La Rioja,MANGO,1.56,1.56
2020.0,3.0,La Rioja,FRUTAS IV GAMA,64.38,26.67
2020.0,3.0,Madrid,T.FRUTAS FRESCAS,52243.97,97.21
2020.0,3.0,Madrid,NARANJAS,14898.62,69.61
2020.0,3.0,Madrid,MANDARINAS,5771.45,63.27
2020.0,3.0,Madrid,LIMONES,1569.85,43.33
2020.0,3.0,Madrid,PLATANOS,7801.22,85.67
2020.0,3.0,Madrid,MANZANAS,6698.27,77.35
2020.0,3.0,Madrid,PERAS,3650.72,57.41
2020.0,3.0,Madrid,MELOCOTONES,29.27,0.49
2020.0,3.0,Madrid,NECTARINAS,62.59,1.93
2020.0,3.0,Madrid,ALBARICOQUES,6.87,0.26
2020.0,3.0,Madrid,FRESAS/FRESON,4243.04,66.53
2020.0,3.0,Madrid,MELON,934.14,11.87
2020.0,3.0,Madrid,SANDIA,295.0,4.78
2020.0,3.0,Madrid,CIRUELAS,270.88,10.95
2020.0,3.0,Madrid,CEREZAS,22.53,0.87
2020.0,3.0,Madrid,UVAS,444.76,15.84
2020.0,3.0,Madrid,KIWI,2113.34,41.91
2020.0,3.0,Madrid,AGUACATE,809.96,33.03
2020.0,3.0,Madrid,PIÑA,1327.04,21.73
2020.0,3.0,Madrid,OTRAS FRUTAS FRESCAS,1294.42,29.76
2020.0,3.0,Madrid,POMELO,118.88,2.92
2020.0,3.0,Madrid,CHIRIMOYA,0.0,0.0
2020.0,3.0,Madrid,MANGO,547.48,14.63
2020.0,3.0,Madrid,FRUTAS IV GAMA,2560.71,35.97
2020.0,3.0,Murcia,T.FRUTAS FRESCAS,9698.09,97.73
2020.0,3.0,Murcia,NARANJAS,2440.52,52.59
2020.0,3.0,Murcia,MANDARINAS,647.7,40.45
2020.0,3.0,Murcia,LIMONES,368.47,32.29
2020.0,3.0,Murcia,PLATANOS,2051.73,83.84
2020.0,3.0,Murcia,MANZANAS,1503.32,77.96
2020.0,3.0,Murcia,PERAS,732.58,49.64
2020.0,3.0,Murcia,MELOCOTONES,0.0,0.0
2020.0,3.0,Murcia,NECTARINAS,8.41,0.83
2020.0,3.0,Murcia,ALBARICOQUES,0.0,0.0
2020.0,3.0,Murcia,FRESAS/FRESON,850.15,70.98
2020.0,3.0,Murcia,MELON,45.88,4.07
2020.0,3.0,Murcia,SANDIA,40.02,3.03
2020.0,3.0,Murcia,CIRUELAS,24.25,3.79
2020.0,3.0,Murcia,CEREZAS,0.0,0.0
2020.0,3.0,Murcia,UVAS,66.83,12.09
2020.0,3.0,Murcia,KIWI,298.23,36.87
2020.0,3.0,Murcia,AGUACATE,161.84,32.77
2020.0,3.0,Murcia,PIÑA,245.57,14.59
2020.0,3.0,Murcia,OTRAS FRUTAS FRESCAS,212.56,24.94
2020.0,3.0,Murcia,POMELO,19.78,2.28
2020.0,3.0,Murcia,CHIRIMOYA,0.0,0.0
2020.0,3.0,Murcia,MANGO,101.9,15.58
2020.0,3.0,Murcia,FRUTAS IV GAMA,534.11,32.4
2020.0,3.0,Navarra,T.FRUTAS FRESCAS,5150.87,96.53
2020.0,3.0,Navarra,NARANJAS,1613.43,62.45
2020.0,3.0,Navarra,MANDARINAS,584.2,74.98
2020.0,3.0,Navarra,LIMONES,166.09,51.77
2020.0,3.0,Navarra,PLATANOS,831.13,83.13
2020.0,3.0,Navarra,MANZANAS,745.04,65.97
2020.0,3.0,Navarra,PERAS,178.41,30.31
2020.0,3.0,Navarra,MELOCOTONES,5.71,1.71
2020.0,3.0,Navarra,NECTARINAS,2.29,0.61
2020.0,3.0,Navarra,ALBARICOQUES,0.0,0.0
2020.0,3.0,Navarra,FRESAS/FRESON,427.97,64.24
2020.0,3.0,Navarra,MELON,10.2,2.86
2020.0,3.0,Navarra,SANDIA,50.63,1.45
2020.0,3.0,Navarra,CIRUELAS,15.96,3.57
2020.0,3.0,Navarra,CEREZAS,8.71,2.13
2020.0,3.0,Navarra,UVAS,17.84,10.91
2020.0,3.0,Navarra,KIWI,246.08,53.09
2020.0,3.0,Navarra,AGUACATE,110.56,42.07
2020.0,3.0,Navarra,PIÑA,55.64,18.35
2020.0,3.0,Navarra,OTRAS FRUTAS FRESCAS,80.99,22.35
2020.0,3.0,Navarra,POMELO,10.49,6.72
2020.0,3.0,Navarra,CHIRIMOYA,0.0,0.0
2020.0,3.0,Navarra,MANGO,33.22,9.35
2020.0,3.0,Navarra,FRUTAS IV GAMA,260.92,43.57
2020.0,3.0,Pais Vasco,T.FRUTAS FRESCAS,20221.26,98.34
2020.0,3.0,Pais Vasco,NARANJAS,6035.67,72.95
2020.0,3.0,Pais Vasco,MANDARINAS,1696.72,61.17
2020.0,3.0,Pais Vasco,LIMONES,613.81,53.62
2020.0,3.0,Pais Vasco,PLATANOS,2913.08,80.95
2020.0,3.0,Pais Vasco,MANZANAS,3024.68,72.05
2020.0,3.0,Pais Vasco,PERAS,1296.44,53.24
2020.0,3.0,Pais Vasco,MELOCOTONES,21.03,0.85
2020.0,3.0,Pais Vasco,NECTARINAS,6.92,0.55
2020.0,3.0,Pais Vasco,ALBARICOQUES,32.31,4.93
2020.0,3.0,Pais Vasco,FRESAS/FRESON,2068.73,74.9
2020.0,3.0,Pais Vasco,MELON,183.14,9.65
2020.0,3.0,Pais Vasco,SANDIA,24.22,1.95
2020.0,3.0,Pais Vasco,CIRUELAS,75.28,10.23
2020.0,3.0,Pais Vasco,CEREZAS,4.19,0.59
2020.0,3.0,Pais Vasco,UVAS,150.02,13.45
2020.0,3.0,Pais Vasco,KIWI,835.83,43.47
2020.0,3.0,Pais Vasco,AGUACATE,319.25,29.99
2020.0,3.0,Pais Vasco,PIÑA,398.13,19.25
2020.0,3.0,Pais Vasco,OTRAS FRUTAS FRESCAS,521.81,26.77
2020.0,3.0,Pais Vasco,POMELO,252.94,6.61
2020.0,3.0,Pais Vasco,CHIRIMOYA,0.0,0.0
2020.0,3.0,Pais Vasco,MANGO,88.62,4.84
2020.0,3.0,Pais Vasco,FRUTAS IV GAMA,1071.01,31.56
2020.0,3.0,Valencia,T.FRUTAS FRESCAS,34372.29,96.92
2020.0,3.0,Valencia,NARANJAS,8630.44,52.84
2020.0,3.0,Valencia,MANDARINAS,2010.82,38.38
2020.0,3.0,Valencia,LIMONES,843.03,29.98
2020.0,3.0,Valencia,PLATANOS,6656.87,84.07
2020.0,3.0,Valencia,MANZANAS,5165.83,73.8
2020.0,3.0,Valencia,PERAS,2511.17,52.14
2020.0,3.0,Valencia,MELOCOTONES,47.86,1.89
2020.0,3.0,Valencia,NECTARINAS,22.97,0.69
2020.0,3.0,Valencia,ALBARICOQUES,5.81,0.3
2020.0,3.0,Valencia,FRESAS/FRESON,3062.51,65.83
2020.0,3.0,Valencia,MELON,781.85,9.34
2020.0,3.0,Valencia,SANDIA,499.66,5.99
2020.0,3.0,Valencia,CIRUELAS,127.17,7.08
